Name,Email,Location (City),Location (State),Location (Country),Type of Investor,Stage: Investment Thesis,Sector: Investment Thesis,LinkedIn,Website,Fund,Priority Tier,Thesis Match Score,Why This Investor is a Fit,Warm Intro Path,Relationship Strength,Status,Suggested Angle,Speed of Close,Likelihood
Hyde Park Angels,,Chicago,IL,US,Angel Group,Pre-Seed to Series A,Tech / Consumer / Enterprise,https://linkedin.com/company/hyde-park-angels,https://hydeparkangels.com,hydeparkangels.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Consumer / Enterprise. Stage: Pre-Seed to Series A. Check: $50K-$500K.,Apply: https://hydeparkangels.com,None,Not Contacted,,Medium,Medium
Central Texas Angel Network,,Austin,TX,US,Angel Group,Pre-Seed to Series A,Tech / Consumer / Health,https://linkedin.com/company/ctan,https://ctangels.com,ctangels.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Health. Stage: Pre-Seed to Series A. Check: $50K-$500K.,Apply: https://ctangels.com,None,Not Contacted,,Medium,Medium
Pasadena Angels,,Pasadena,CA,US,Angel Group,Pre-Seed to Series A,Tech / Biotech / Consumer,https://linkedin.com/company/pasadena-angels,https://pasadenaangels.com,pasadenaangels.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Biotech / Consumer. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://pasadenaangels.com,None,Not Contacted,,Medium,Medium
Angel Capital Group,,US,,US,Angel Group,Pre-Seed to Series A,Tech / Life Sciences / Clean Energy,https://linkedin.com/company/angel-capital-group,https://angelcapitalgroup.com,angelcapitalgroup.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Life Sciences / Clean Energy. Stage: Pre-Seed to Series A. Check: $50K-$500K.,Apply: https://angelcapitalgroup.com,None,Not Contacted,,Medium,Medium
Investors' Circle,,US,,US,Angel Group,Pre-Seed to Series A,Impact / Climate / Social Enterprise,https://linkedin.com/company/investors-circle,https://investorscircle.org,investorscircle.org,Tier 3 - Angel Group,8/10,Angel Group focused on Impact / Climate / Social Enterprise. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://investorscircle.org,None,Not Contacted,,Medium,Medium
Sand Hill Angels,,Menlo Park,CA,US,Angel Group,Pre-Seed to Series A,Tech / Enterprise / Life Sciences,https://linkedin.com/company/sand-hill-angels,https://sandhillangels.com,sandhillangels.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Enterprise / Life Sciences. Stage: Pre-Seed to Series A. Check: $50K-$500K.,Apply: https://sandhillangels.com,None,Not Contacted,,Medium,Medium
Alliance of Angels,,Seattle,WA,US,Angel Group,Pre-Seed to Series A,Tech / Consumer / Enterprise,https://linkedin.com/company/alliance-of-angels,https://allianceofangels.com,allianceofangels.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Consumer / Enterprise. Stage: Pre-Seed to Series A. Check: $50K-$500K.,Apply: https://allianceofangels.com,None,Not Contacted,,Medium,Medium
Launchpad Venture Group,,Boston,MA,US,Angel Group,Pre-Seed to Series A,Tech / Life Sciences / Clean Tech,https://linkedin.com/company/launchpad-venture-group,https://launchpadventuregroup.com,launchpadventuregroup.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Life Sciences / Clean Tech. Stage: Pre-Seed to Series A. Check: $50K-$500K.,Apply: https://launchpadventuregroup.com,None,Not Contacted,,Medium,Medium
Robin Hood Ventures,,Philadelphia,PA,US,Angel Group,Pre-Seed to Series A,Tech / Healthcare / Consumer,https://linkedin.com/company/robin-hood-ventures,https://robinhoodventures.com,robinhoodventures.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Healthcare / Consumer. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://robinhoodventures.com,None,Not Contacted,,Medium,Medium
Houston Angel Network,,Houston,TX,US,Angel Group,Pre-Seed to Series A,Energy / Tech / Health,https://linkedin.com/company/houston-angel-network,https://houstonangelnetwork.org,houstonangelnetwork.org,Tier 3 - Angel Group,7/10,Angel Group focused on Energy / Tech / Health. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://houstonangelnetwork.org,None,Not Contacted,,Medium,Medium
Atlanta Technology Angels,,Atlanta,GA,US,Angel Group,Pre-Seed to Series A,Tech / Health / Fintech,https://linkedin.com/company/atlanta-technology-angels,https://angelatlanta.com,angelatlanta.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Health / Fintech. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://angelatlanta.com,None,Not Contacted,,Medium,Medium
North Coast Angel Fund,,Cleveland,OH,US,Angel Group,Pre-Seed to Series A,Tech / Consumer / Manufacturing,https://linkedin.com/company/north-coast-angel-fund,https://northcoastangelfund.com,northcoastangelfund.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Manufacturing. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://northcoastangelfund.com,None,Not Contacted,,Medium,Medium
Maine Angels,,Maine,,US,Angel Group,Pre-Seed to Series A,Tech / Consumer / Maritime,https://linkedin.com/company/maine-angels,https://maineangels.org,maineangels.org,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Maritime. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://maineangels.org,None,Not Contacted,,Medium,Medium
Desert Angels,,Tucson,AZ,US,Angel Group,Pre-Seed to Series A,Tech / Biotech / Clean Energy,https://linkedin.com/company/desert-angels,https://desertangels.org,desertangels.org,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Biotech / Clean Energy. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://desertangels.org,None,Not Contacted,,Medium,Medium
Sacramento Angels,,Sacramento,CA,US,Angel Group,Pre-Seed to Series A,Tech / AgTech / Consumer,https://linkedin.com/company/sacramento-angels,https://sacangels.com,sacangels.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / AgTech / Consumer. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://sacangels.com,None,Not Contacted,,Medium,Medium
Blue Tree Allied Angels,,Pittsburgh,PA,US,Angel Group,Pre-Seed to Series A,Tech / Health / Life Sciences,https://linkedin.com/company/blue-tree-allied-angels,https://bluetreealliedangels.com,bluetreealliedangels.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Health / Life Sciences. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://bluetreealliedangels.com,None,Not Contacted,,Medium,Medium
Boise Angel Alliance,,Boise,ID,US,Angel Group,Pre-Seed to Series A,Tech / Consumer / AgTech,,https://boiseangels.com,boiseangels.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / AgTech. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://boiseangels.com,None,Not Contacted,,Medium,Medium
Ohio TechAngels,,Ohio,,US,Angel Group,Pre-Seed to Series A,Tech / Enterprise / Health,https://linkedin.com/company/ohio-tech-angels,https://ohiotechangels.com,ohiotechangels.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Enterprise / Health. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://ohiotechangels.com,None,Not Contacted,,Medium,Medium
Rockies Venture Club,,Denver,CO,US,Angel Group,Pre-Seed to Series A,Tech / Consumer / Clean Energy,https://linkedin.com/company/rockies-venture-club,https://rockiesventureclub.org,rockiesventureclub.org,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Clean Energy. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://rockiesventureclub.org,None,Not Contacted,,Medium,Medium
Long Island Angel Network,,Long Island,NY,US,Angel Group,Pre-Seed to Series A,Tech / Health / Consumer,https://linkedin.com/company/long-island-angel-network,https://liangels.com,liangels.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Health / Consumer. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://liangels.com,None,Not Contacted,,Medium,Medium
Pipeline Angels,,New York,NY,US,Angel Group,Pre-Seed to Seed,Social Impact / Diverse Founders,https://linkedin.com/company/pipeline-angels,https://pipelineangels.com,pipelineangels.com,Tier 3 - Angel Group,7/10,Angel Group focused on Social Impact / Diverse Founders. Stage: Pre-Seed to Seed. Check: $5K-$100K.,Apply: https://pipelineangels.com,None,Not Contacted,,Medium,Medium
37 Angels,,New York,NY,US,Angel Group,Pre-Seed to Seed,Tech / Consumer / Health,https://linkedin.com/company/37-angels,https://37angels.com,37angels.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Health. Stage: Pre-Seed to Seed. Check: $25K-$100K.,Apply: https://37angels.com,None,Not Contacted,,Medium,Medium
London Business Angels,,London,,UK,Angel Group,Pre-Seed to Series A,Tech / Fintech / Health,https://linkedin.com/company/london-business-angels,https://lbangels.co.uk,lbangels.co.uk,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Fintech / Health. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://lbangels.co.uk,None,Not Contacted,,Medium,Medium
Cambridge Angels,,Cambridge,,UK,Angel Group,Pre-Seed to Series A,Deep Tech / Enterprise / Life Sciences,https://linkedin.com/company/cambridge-angels,https://cambridgeangels.com,cambridgeangels.com,Tier 3 - Angel Group,8/10,Angel Group focused on Deep Tech / Enterprise / Life Sciences. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://cambridgeangels.com,None,Not Contacted,,Medium,Medium
Angel Academe,,London,,UK,Angel Group,Pre-Seed to Seed,Tech / Consumer / Social Impact,https://linkedin.com/company/angel-academe,https://angelacademe.com,angelacademe.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Social Impact. Stage: Pre-Seed to Seed. Check: $10K-$250K.,Apply: https://angelacademe.com,None,Not Contacted,,Medium,Medium
Paris Business Angels,,Paris,,France,Angel Group,Pre-Seed to Series A,Tech / Consumer / Deep Tech,https://linkedin.com/company/paris-business-angels,https://parisbusinessangels.com,parisbusinessangels.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Deep Tech. Stage: Pre-Seed to Series A. Check: €25K-€500K.,Apply: https://parisbusinessangels.com,None,Not Contacted,,Medium,Medium
Business Angels Netzwerk Deutschland (BAND),,Germany,,US,Angel Group,Pre-Seed to Series A,Tech / Industrial / Health,https://linkedin.com/company/business-angels-netzwerk-deutschland,https://business-angels.de,business-angels.de,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Industrial / Health. Stage: Pre-Seed to Series A. Check: €25K-€500K.,Apply: https://business-angels.de,None,Not Contacted,,Medium,Medium
Munich Network,,Munich,,Germany,Angel Group,Pre-Seed to Series A,Tech / Biotech / Deep Tech,https://linkedin.com/company/munich-network,https://munichnetwork.com,munichnetwork.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Biotech / Deep Tech. Stage: Pre-Seed to Series A. Check: €25K-€500K.,Apply: https://munichnetwork.com,None,Not Contacted,,Medium,Medium
Business Angels Europe (BAE),,Europe-wide,,US,Angel Group,Pre-Seed to Series A,Tech / Consumer / Enterprise,https://linkedin.com/company/business-angels-europe,https://businessangelseurope.com,businessangelseurope.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Consumer / Enterprise. Stage: Pre-Seed to Series A. Check: €25K-€1M.,Apply: https://businessangelseurope.com,None,Not Contacted,,Medium,Medium
Spain Business Angels Network (ESBAN),,Spain,,US,Angel Group,Pre-Seed to Series A,Tech / Consumer / Tourism,https://linkedin.com/company/esban,https://esban.com,esban.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Tourism. Stage: Pre-Seed to Series A. Check: €10K-€250K.,Apply: https://esban.com,None,Not Contacted,,Medium,Medium
Italian Angels for Growth (IAG),,Milan,,Italy,Angel Group,Pre-Seed to Series A,Tech / Fashion / Food,https://linkedin.com/company/italian-angels-for-growth,https://italianangels.net,italianangels.net,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Fashion / Food. Stage: Pre-Seed to Series A. Check: €25K-€500K.,Apply: https://italianangels.net,None,Not Contacted,,Medium,Medium
Swiss Startup Invest,,Zurich,,Switzerland,Angel Group,Pre-Seed to Series A,Tech / Biotech / Fintech,https://linkedin.com/company/swiss-startup-invest,https://startupinvest.ch,startupinvest.ch,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Biotech / Fintech. Stage: Pre-Seed to Series A. Check: CHF 25K-500K.,Apply: https://startupinvest.ch,None,Not Contacted,,Medium,Medium
Nordic Business Angel Network,,Nordics,,Europe,Angel Group,Pre-Seed to Series A,Tech / Clean Tech / Health,https://linkedin.com/company/nordicban,https://nordicban.org,nordicban.org,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Clean Tech / Health. Stage: Pre-Seed to Series A. Check: €25K-€500K.,Apply: https://nordicban.org,None,Not Contacted,,Medium,Medium
Stockholm Business Angels,,Stockholm,,Sweden,Angel Group,Pre-Seed to Series A,Tech / Fintech / Gaming,https://linkedin.com/company/stockholm-business-angels,https://stockholmbusinessangels.se,stockholmbusinessangels.se,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Fintech / Gaming. Stage: Pre-Seed to Series A. Check: SEK 250K-5M.,Apply: https://stockholmbusinessangels.se,None,Not Contacted,,Medium,Medium
HBAN (Halo Business Angel Network),,Ireland,,US,Angel Group,Pre-Seed to Series A,Tech / AgTech / Health,https://linkedin.com/company/hban,https://hban.org,hban.org,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / AgTech / Health. Stage: Pre-Seed to Series A. Check: €25K-€250K.,Apply: https://hban.org,None,Not Contacted,,Medium,Medium
Indian Angel Network,,Delhi,,India,Angel Group,Pre-Seed to Series A,Tech / Consumer / Health,https://linkedin.com/company/indian-angel-network,https://indianangelnetwork.com,indianangelnetwork.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Health. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://indianangelnetwork.com,None,Not Contacted,,Medium,Medium
Mumbai Angels,,Mumbai,,India,Angel Group,Pre-Seed to Series A,Tech / Fintech / Health,https://linkedin.com/company/mumbai-angels,https://mumbaiangels.com,mumbaiangels.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Fintech / Health. Stage: Pre-Seed to Series A. Check: $25K-$250K.,Apply: https://mumbaiangels.com,None,Not Contacted,,Medium,Medium
Calcutta Angels,,Kolkata,,India,Angel Group,Pre-Seed to Series A,Tech / Consumer / E-commerce,https://linkedin.com/company/calcutta-angels,https://calcuttaangels.com,calcuttaangels.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / E-commerce. Stage: Pre-Seed to Series A. Check: $10K-$250K.,Apply: https://calcuttaangels.com,None,Not Contacted,,Medium,Medium
AngelCentral,,Singapore,,SEA,Angel Group,Pre-Seed to Series A,Tech / Consumer / Fintech,https://linkedin.com/company/angelcentral,https://angelcentral.co,angelcentral.co,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Consumer / Fintech. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://angelcentral.co,None,Not Contacted,,Medium,Medium
Angel Investment Network (AIN),,Global,,US,Angel Group,Pre-Seed to Series A,General / Tech / Consumer,https://linkedin.com/company/angel-investment-network,https://angelinvestmentnetwork.co.uk,angelinvestmentnetwork.co.uk,Tier 3 - Angel Group,7/10,Angel Group focused on General / Tech / Consumer. Stage: Pre-Seed to Series A. Check: $10K-$500K.,Apply: https://angelinvestmentnetwork.co.uk,None,Not Contacted,,Medium,Medium
Korean Venture Capital Association Angels,,Seoul,,South Korea,Angel Group,Pre-Seed to Series A,Tech / Consumer / K-Content,,https://kvca.or.kr,kvca.or.kr,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / K-Content. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://kvca.or.kr,None,Not Contacted,,Medium,Medium
Japan Angel Network,,Tokyo,,Japan,Angel Group,Pre-Seed to Series A,Tech / Deep Tech / Robotics,,https://janbo.gr.jp,janbo.gr.jp,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Deep Tech / Robotics. Stage: Pre-Seed to Series A. Check: ¥5M-¥50M.,Apply: https://janbo.gr.jp,None,Not Contacted,,Medium,Medium
Beijing Angels,,Beijing,,China,Angel Group,Pre-Seed to Series A,Tech / AI / Consumer,,,,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / AI / Consumer. Stage: Pre-Seed to Series A. Check: $50K-$1M.,Research needed,None,Not Contacted,,Slow,Low-Medium
ABAN (African Business Angel Network),,Pan-Africa,,US,Angel Group,Pre-Seed to Series A,Tech / AgTech / Fintech,https://linkedin.com/company/african-business-angel-network,https://abanangels.org,abanangels.org,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / AgTech / Fintech. Stage: Pre-Seed to Series A. Check: $10K-$250K.,Apply: https://abanangels.org,None,Not Contacted,,Medium,Medium
Cairo Angels,,Cairo,,Egypt,Angel Group,Pre-Seed to Series A,Tech / Consumer / Fintech,https://linkedin.com/company/cairo-angels,https://cairoangels.com,cairoangels.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Consumer / Fintech. Stage: Pre-Seed to Series A. Check: $10K-$250K.,Apply: https://cairoangels.com,None,Not Contacted,,Medium,Medium
Lagos Angel Network,,Lagos,,Nigeria,Angel Group,Pre-Seed to Series A,Tech / Fintech / Consumer,https://linkedin.com/company/lagos-angel-network,https://lagosangelnetwork.com,lagosangelnetwork.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Fintech / Consumer. Stage: Pre-Seed to Series A. Check: $10K-$250K.,Apply: https://lagosangelnetwork.com,None,Not Contacted,,Medium,Medium
ViKtoria Ventures,,East Africa,,US,Angel Group,Pre-Seed to Series A,Tech / Consumer / Health,https://linkedin.com/company/viktoria-ventures,https://viktoriaventures.com,viktoriaventures.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Health. Stage: Pre-Seed to Series A. Check: $10K-$250K.,Apply: https://viktoriaventures.com,None,Not Contacted,,Medium,Medium
Johannesburg Angel Network,,Johannesburg,,South Africa,Angel Group,Pre-Seed to Series A,Tech / Fintech / Mining Tech,,,,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Fintech / Mining Tech. Stage: Pre-Seed to Series A. Check: $10K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Nairobi Business Angels,,Nairobi,,Kenya,Angel Group,Pre-Seed to Series A,Tech / AgTech / Health,,,,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / AgTech / Health. Stage: Pre-Seed to Series A. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
BECO Capital Angels,,Dubai,,UAE,Angel Group,Pre-Seed to Series A,Tech / Consumer / Fintech,https://linkedin.com/company/beco-capital,https://becocapital.com,becocapital.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Consumer / Fintech. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://becocapital.com,None,Not Contacted,,Medium,Medium
MEVP (Middle East Venture Partners),,Beirut,,MENA,Angel Group,Pre-Seed to Series A,Tech / Fintech / Consumer,https://linkedin.com/company/mevp,https://mevp.com,mevp.com,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Fintech / Consumer. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://mevp.com,None,Not Contacted,,Medium,Medium
Wamda Capital Angels,,Dubai,,MENA,Angel Group,Pre-Seed to Series A,Tech / Consumer / E-commerce,https://linkedin.com/company/wamda,https://wamda.com,wamda.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / E-commerce. Stage: Pre-Seed to Series A. Check: $25K-$500K.,Apply: https://wamda.com,None,Not Contacted,,Medium,Medium
Oasis500,,Amman,,Jordan,Angel Group,Pre-Seed to Seed,Tech / Consumer / Media,https://linkedin.com/company/oasis500,https://oasis500.com,oasis500.com,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Media. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://oasis500.com,None,Not Contacted,,Medium,Medium
Sydney Angels,,Sydney,,Australia,Angel Group,Pre-Seed to Series A,Tech / Consumer / Health,https://linkedin.com/company/sydney-angels,https://sydneyangels.net.au,sydneyangels.net.au,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / Health. Stage: Pre-Seed to Series A. Check: AUD 25K-500K.,Apply: https://sydneyangels.net.au,None,Not Contacted,,Medium,Medium
Melbourne Angels,,Melbourne,,Australia,Angel Group,Pre-Seed to Series A,Tech / Consumer / AgTech,https://linkedin.com/company/melbourne-angels,https://melbourneangels.net,melbourneangels.net,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / AgTech. Stage: Pre-Seed to Series A. Check: AUD 25K-500K.,Apply: https://melbourneangels.net,None,Not Contacted,,Medium,Medium
Ice Angels,,Auckland,,New Zealand,Angel Group,Pre-Seed to Series A,Tech / Consumer / AgTech,https://linkedin.com/company/ice-angels,https://iceangels.co.nz,iceangels.co.nz,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / AgTech. Stage: Pre-Seed to Series A. Check: NZD 25K-500K.,Apply: https://iceangels.co.nz,None,Not Contacted,,Medium,Medium
Anjos do Brasil,,São Paulo,,Brazil,Angel Group,Pre-Seed to Series A,Tech / Consumer / Fintech,https://linkedin.com/company/anjos-do-brasil,https://anjosdobrasil.net,anjosdobrasil.net,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Consumer / Fintech. Stage: Pre-Seed to Series A. Check: BRL 50K-500K.,Apply: https://anjosdobrasil.net,None,Not Contacted,,Medium,Medium
ARCAP (Asociación Argentina de Capital Privado),,Buenos Aires,,Argentina,Angel Group,Pre-Seed to Series A,Tech / AgTech / Fintech,https://linkedin.com/company/arcap,https://arcap.org,arcap.org,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / AgTech / Fintech. Stage: Pre-Seed to Series A. Check: $10K-$250K.,Apply: https://arcap.org,None,Not Contacted,,Medium,Medium
Mexico Angels / Angel Ventures Mexico,,Mexico City,,Mexico,Angel Group,Pre-Seed to Series A,Tech / Consumer / Fintech,https://linkedin.com/company/angel-ventures-mexico,https://angelventures.vc,angelventures.vc,Tier 3 - Angel Group,8/10,Angel Group focused on Tech / Consumer / Fintech. Stage: Pre-Seed to Series A. Check: $10K-$250K.,Apply: https://angelventures.vc,None,Not Contacted,,Medium,Medium
Chile Global Angels,,Santiago,,Chile,Angel Group,Pre-Seed to Series A,Tech / Mining / AgTech,,,,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Mining / AgTech. Stage: Pre-Seed to Series A. Check: $10K-$250K.,Research needed,None,Not Contacted,,Medium,Medium
Colombia Angels,,Bogotá,,Colombia,Angel Group,Pre-Seed to Series A,Tech / Consumer / AgTech,,,,Tier 3 - Angel Group,7/10,Angel Group focused on Tech / Consumer / AgTech. Stage: Pre-Seed to Series A. Check: $10K-$250K.,Research needed,None,Not Contacted,,Medium,Medium
Jason Calacanis Syndicate (LAUNCH),,US,,US,Syndicate,Pre-Seed to Seed,Tech / SaaS / AI,https://linkedin.com/in/jasoncalacanis,https://launch.co,launch.co,Tier 4 - Syndicate,8/10,Syndicate focused on Tech / SaaS / AI. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://launch.co,None,Not Contacted,,Medium,Medium
Spearhead Capital,,US,,US,Syndicate,Pre-Seed to Seed,Tech / Diverse Sectors,https://linkedin.com/company/spearhead,https://spearhead.co,spearhead.co,Tier 4 - Syndicate,7/10,Syndicate focused on Tech / Diverse Sectors. Stage: Pre-Seed to Seed. Check: $25K-$100K per deal.,Apply: https://spearhead.co,None,Not Contacted,,Medium,Medium
Hustle Fund Angel Squad,,US,,US,Syndicate,Pre-Seed to Seed,Consumer / SaaS / Diverse Founders,https://linkedin.com/company/hustle-fund,https://hustlefund.vc/angel-squad/,hustlefund.vc,Tier 4 - Syndicate,8/10,Syndicate focused on Consumer / SaaS / Diverse Founders. Stage: Pre-Seed to Seed. Check: $1K-$10K (per LP).,Apply: https://hustlefund.vc/angel-squad/,None,Not Contacted,,Medium,Medium
On Deck Angels,,US,,US,Syndicate,Pre-Seed to Seed,Tech / Consumer / Diverse,https://linkedin.com/company/on-deck,https://beondeck.com,beondeck.com,Tier 4 - Syndicate,7/10,Syndicate focused on Tech / Consumer / Diverse. Stage: Pre-Seed to Seed. Check: $1K-$10K (per LP).,Apply: https://beondeck.com,None,Not Contacted,,Medium,Medium
AngelList Access Fund,,US,,US,Syndicate,Pre-Seed to Seed,Tech / Diverse Sectors,https://linkedin.com/company/angellist,https://angellist.com,angellist.com,Tier 4 - Syndicate,7/10,Syndicate focused on Tech / Diverse Sectors. Stage: Pre-Seed to Seed. Check: $1K+ (per LP).,Apply: https://angellist.com,None,Not Contacted,,Slow,Low-Medium
Republic,,US,,US,Syndicate,Pre-Seed to Seed,Consumer / Tech / Real Estate / Crypto,https://linkedin.com/company/republic,https://republic.co,republic.co,Tier 4 - Syndicate,7/10,Syndicate focused on Consumer / Tech / Real Estate / Crypto. Stage: Pre-Seed to Seed. Check: $50+ (per investor).,Apply: https://republic.co,None,Not Contacted,,Slow,Low-Medium
Wefunder,,US,,US,Syndicate,Pre-Seed to Seed,Consumer / Tech / Community,https://linkedin.com/company/wefunder,https://wefunder.com,wefunder.com,Tier 4 - Syndicate,7/10,Syndicate focused on Consumer / Tech / Community. Stage: Pre-Seed to Seed. Check: $100+ (per investor).,Apply: https://wefunder.com,None,Not Contacted,,Slow,Low-Medium
Gil Penchina Syndicate,,US,,US,Syndicate,Pre-Seed to Seed,Tech / Consumer / Enterprise,https://linkedin.com/in/gilpenchina,https://angellist.com/gilpenchina,angellist.com,Tier 4 - Syndicate,8/10,Syndicate focused on Tech / Consumer / Enterprise. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://angellist.com/gilpenchina,None,Not Contacted,,Slow,Low-Medium
Cindy Bi Syndicate,,US,,US,Syndicate,Pre-Seed to Seed,AI / Health / Enterprise,https://linkedin.com/in/cindybi,https://angellist.com,angellist.com,Tier 4 - Syndicate,8/10,Syndicate focused on AI / Health / Enterprise. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://angellist.com,None,Not Contacted,,Slow,Low-Medium
Climate Capital Syndicate,,US,,US,Syndicate,Pre-Seed to Seed,Climate / Clean Energy / Sustainability,https://linkedin.com/company/climatecap,https://climatecapital.co,climatecapital.co,Tier 4 - Syndicate,7/10,Syndicate focused on Climate / Clean Energy / Sustainability. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://climatecapital.co,None,Not Contacted,,Medium,Medium
Health Tech Syndicate (AngelList),,US,,US,Syndicate,Pre-Seed to Seed,Health Tech / Digital Health / Biotech,,https://angellist.com,angellist.com,Tier 4 - Syndicate,7/10,Syndicate focused on Health Tech / Digital Health / Biotech. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://angellist.com,None,Not Contacted,,Slow,Low-Medium
Gaingels,,New York,NY,US,Syndicate,Pre-Seed to Series A,Tech / Consumer / Enterprise,https://linkedin.com/company/gaingels,https://gaingels.com,gaingels.com,Tier 4 - Syndicate,8/10,Syndicate focused on Tech / Consumer / Enterprise. Stage: Pre-Seed to Series A. Check: $25K-$250K (per deal).,Apply: https://gaingels.com,None,Not Contacted,,Medium,Medium
